,name,score
1697,Oh Klahoma,3.3748985
298,Dreaming of 4000,3.3743405847
876,Nuketown (feat. Juice WRLD),3.3739105
5766,On BS,3.37317825
3169,No Role Modelz,3.3729689999999994
5762,عمل فني,3.3729555
1428,nursery,3.372875
1497,Michael,3.372228
3281,The Whole,3.3721125
5280,emobitch,3.3720557657000003
2125,Eat Shit,3.37078529
602,I Want To Hold Your Hand - Remastered 2015,3.3696025
3186,After Hours,3.36945125
3007,She's Gotta Go,3.3693211720000003
4068,She Just Won't Believe Me,3.3693064999999995
3253,I'm Mandy Fly Me,3.3688255992
2713,The Glory,3.368631
1675,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",3.3684769999999995
5485,Citynitesfox Blues,3.368149
5001,Herside Story,3.3679570442
3311,Circle Of Bosses (feat. Quavo),3.367208
5091,In Search of Splintered Memories,3.36674
1422,jurassic,3.36606775
3369,Wash Us In The Blood,3.3659393309
3901,I'll Call B4 I Cum (feat. Gangsta Boo & Eco),3.3659173389
2731,Say So,3.3658635335
241,The Voice,3.3655065099999995
3400,空から降ってきた少女,3.3654360000000003
1996,Eleven o Clock,3.365305
315,Grab the Wheel,3.3650817500000003
776,Cat's in the Cradle,3.36490327
2353,You Can Be Your Silhouette,3.3648572704999995
3321,One Love (feat. Q-Tip),3.3647867499999995
2113,Modern Boi,3.36358225
1643,Mexico,3.3634275
5666,No puedo regresar,3.3630455
4795,MOTHER LOVER,3.3619515
277,Human,3.3619215
5861,Purple Hearts,3.361879
1553,Ramblin' On My Mind,3.36156165
2933,Old Town Road - Remix,3.3610887499999995
2625,R.I.P. Fredo (feat. Young Nudy) - Notice Me,3.36031975
2666,"Bitch, Don’t Kill My Vibe",3.360138839
25,Stayin' Alive,3.3599325
777,And the Fun Goes On,3.3596295
5867,Auntie Diaries,3.3592205353999995
5341,MUGETSU,3.359017
5311,NOT MY BRO,3.35882275
551,"Another Brick in the Wall, Pt. 3",3.35741355
358,"22,000 Days",3.356317249999999
5578,Goodmorningme,3.3555785
5623,Journey,3.3555125
4332,When Ur Gone,3.35475425
1552,When You Got a Good Friend,3.3542517499999995
606,Help! - Remastered 2015,3.35361975
2852,And When You Fall,3.35335675
3921,FAKE,3.3531922
3193,Bomb (feat. Raekwon),3.35280175
3143,Something Like That,3.35280175
381,Haunt Me,3.35260175
813,The Trooper - 2015 Remaster,3.3513899000000005
3132,Drug Ballad,3.35056825
4466,RUNITUP (feat. Teezo Touchdown),3.34900385
3323,Represent,3.348806528
1613,Smile,3.3479765
4749,Life Goes On,3.3472588374
781,The Worst Band In The World,3.3470590000000007
5133,Spanish Kiss,3.34543025
5076,"Come On, Let's Go (with Nigo)",3.3449055
1435,Gucci Gang,3.34443025
4838,Swordsman,3.3440257300000003
2535,Once A Day,3.3427864999999994
5559,On Fye,3.341894
4587,punk hazard,3.34114025
5774,Broke Boys,3.3407672
3617,I Wonder,3.34036825
2921,Deep Fried Frenz,3.33997075
1237,Teach Me,3.33980825
5391,Regras da Loja,3.339017
5849,Ok Bae,3.33862475
4347,cottage,3.33840625
1508,Octopus's Garden - Remastered 2009,3.338250715
3076,Company,3.3376988840000004
2194,Nowhere2go,3.33656825
4414,Cup,3.3360367499999994
4393,CUTIE PIE!,3.33578525
2525,Circles,3.3357406000000003
2091,Pluto Projector,3.3355939999999995
1946,Shucks,3.335305
5372,追われてる,3.3348392500000004
5843,3chegt Tgharit,3.3339845
274,Hitchin' a Ride,3.3337200116
1263,Two Suns in the Sunset,3.3329513332
1241,RACECAR,3.33290575
2587,Basket Case,3.33204475
2217,Early 20 Rager,3.33107625
307,Candy Store,3.33071925
1700,So Easy (feat. Luke James),3.3302915
2759,Jesus Walks,3.32977175
576,Hopes And Dreams,3.329547
1656,Ace of Spades,3.32912197
5110,HUH?,3.3287120000000003
1421,Lalala,3.328603
4319,Along for the Ride,3.3283504999999995
3807,Airhead,3.327832
3401,めぐる季節,3.32766854
2326,Self Control,3.32733375
3811,Goon,3.32705875
5833,Nothing Changed,3.3266505000000004
5264,Doomset,3.3265705
5261,Limbo,3.326477819
2575,Brain Stew,3.3257406000000005
2969,Stay,3.3251850165
1787,Thirty-Nine,3.323042
754,Dreaming,3.3219587822999994
3809,The Day That She Left,3.32162825
3645,New York,3.3207328
1938,The Motions of Fun,3.32061775
4074,Colder Than Ice,3.3202557
5545,Horn in the middle,3.3202105
4174,WHEN I BALL,3.319348
2025,Iron Lungs,3.31898
1020,Clean (feat. Jamie Lidell),3.318695497
320,Scott and Ramona,3.317701
971,Molly,3.3171810455999995
4399,HURTWORLD '99,3.3167765
1250,Wasted (feat. Lil Uzi Vert),3.31651
4058,Dream Awake,3.3158562500000004
2172,HOUSTONFORNICATION,3.3152685
154,I Came As A Rat (Long Walk Off A Short Dock),3.31524825
2211,Sauce It Up,3.315134
3068,First Take,3.3149895000000003
3360,Sober,3.314854676
4791,EVERYTHING IS BROKEN,3.3143027499999995
4977,SUMMER SALT (with Bari),3.31429025
4142,Space Cadet (feat. Gunna),3.313442171
2177,Obrigado,3.3129947698
4706,Operation: Greenbacks,3.312546
5242,Enemy - Radio Edit,3.3125075
2084,Pluto Projector,3.31249825
4931,fishing at the pier,3.31218
5075,Heavy (with Nigo),3.3120905
5606,Your Lie in April,3.3116612500000007
1022,Snowed In (feat. Rivers Cuomo),3.3113010278
2309,I Ain't No Joke,3.3111060722
4881,pushin P (feat. Young Thug),3.3107285
2471,Wheels on the Bus,3.3103275
5661,its all good,3.30904675
4416,Up - Reprise,3.30900385
1070,The Sun Always Shines on T.V.,3.308695497
2526,Complicated,3.3085957
5216,Mother I Sober (feat. Beth Gibbons of Portishead),3.308548785
1165,Within Everything,3.30832578
60,Hit The Ground Running,3.30732325
2554,23,3.30732325
3708,The Visitor,3.3072182637
4775,You Again,3.3070665
3505,Bankroll,3.306838
3659,Cameras / Good Ones Go Interlude - Medley,3.3054295
726,Lo/Hi,3.30490327
2047,Rainbows,3.3048855
4943,i'll be there,3.30475275
1889,Pups to Dust,3.30471915
534,Misty Water - Stereo Mix,3.3046497500000003
1232,Escape 120,3.30459475
2044,Raid,3.30458975
1989,Cooking with Abigail,3.304514
5806,Isn’t it Just Marvelous? (with bbno$),3.304134742
965,T-Bone Blues Special,3.3039527500000005
3223,Sincerely Diana - Alternate Take,3.30387125
2207,Brian Eno,3.3037661499999995
5773,Pussy & Millions (feat. Travis Scott),3.3035425000000003
3305,I Bought Her (feat. Lil Duke),3.30286525
3664,Practice,3.301222546
2314,SideLine Watching (Hold Up),3.301038
2223,Dark Queen,3.3008832500000005
5234,Tek It,3.3002653
1467,KARATE,3.300212
1417,I'm Slowly Turning Into You,3.300212
1606,Pink Matter,3.29912197
1708,The Quiet Things That No One Ever Knows,3.2988547500000003
3747,Hayloft,3.29845937
1429,shining,3.2977247500000004
4851,Used To,3.297524
810,Carry On,3.2967885100000007
3827,Knockdown Dragout,3.2957098999999994
658,Calling America,3.2954112919
4351,palace,3.29518775
946,Snakes,3.29462525
2163,SKELETONS,3.29358225
809,Dead Inside (Interlude),3.2929116
2156,Crime Pays,3.292806
2749,Skit #4,3.2923860780000003
2146,Wildflower,3.29227425
629,Happy Together (feat. Ray Toro),3.2919648999999995
4630,"jealousy, jealousy",3.29184825
304,Shine a Light,3.291541
5669,No pude ir a la fiesta,3.290406
2421,All Of The Lights (Interlude),3.2903275
1904,Tesselation,3.2900435000000003
5742,THE GLOW,3.28964075
5611,Genesis,3.28904675
698,The Grave,3.28864425
5801,Dark Hearted,3.2886247500000003
3403,ねこバス,3.28721625
824,love yourself (interlude),3.2869935000000003
2991,Kill Jay Z,3.286845
1524,Choke,3.286752
1574,Bored and Razed,3.286752
4094,The Reticent Raconteur,3.2867370000000005
5678,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),3.28663275
3093,Bean (Kobe) [feat. Chief Keef],3.2863937170000006
1969,Baby Got No Heart,3.28633125
4286,dry rain,3.28624125
4236,snooze.,3.28624125
923,Stronger,3.2857129999999994
3974,Minimum Brain Size,3.285496643
2967,Ball For Me (feat. Nicki Minaj),3.2854895179999994
4553,Circle,3.28545775
3494,Real Baby Pluto,3.2845837500000004
3090,Break My Baby,3.2840325000000004
2891,Ysabel's Table Dance,3.28320525
3995,Private Ale,3.2831825
1213,Winners Circle,3.2829513332
1310,"Phantom, Pt. II",3.282911
3407,風の伝説,3.28281425
4756,XSCAPE,3.282546
1217,Chosen One (feat. Sonyae Elise),3.2821517688000004
1244,SANTA MONICA,3.28145333
1353,Kids,3.28036932
4661,DEAD RIGHT NOW,3.2798465
5477,Found Tape,3.2796068
4494,Staring At The Sun (feat. SZA),3.27866025
5487,RIP,3.27818625
1113,Blue Orchid,3.2780583257
5339,keypiece,3.2779611
3893,Intro,3.277655832
874,Main Title (From Game of Thrones: Season 6),3.2769935
4607,scapegoats,3.2768535
5270,hate,3.27569675
3924,TRIP,3.2754966430000003
940,Killuminati,3.275454
2387,Been Around,3.2751065
3444,PROM / KING,3.27458375
5097,Land of Petals,3.2743125
2723,Fire Squad - Live,3.273773
1699,American Boy,3.2736585
1677,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,3.2733335
5195,High,3.2732520000000003
1591,Best Friend,3.27315055
5258,no clue,3.2716945265
3379,u know it's real,3.27120745
4398,THE ELECTRIC EXPERIENCE,3.2703757499999995
2675,Compton,3.27031975
2616,Poke It Out (with Nicki Minaj),3.270138839
439,Somebody Loves Me,3.2700286600000004
648,Savage Victory,3.2686442499999995
5186,Stand Tall,3.2677475
176,Hurt,3.267735
2433,GANG GANG,3.26766875
5041,then i can go home...,3.2667399999999995
1298,Black Mud,3.26660195
4133,This Could Be Us,3.264863
2303,wanna grow old (i won't let go),3.2648572704999994
5464,Bathtime,3.2638335
3347,BUBBLE TEA,3.2630225
2225,Skir Skirr,3.2628905
3355,Babies & Fools (feat. Conway the Machine),3.26286525
5010,Did I Stutter,3.26275425
4736,To Catch a Thief,3.2625325
5858,Rich - Interlude,3.2622465
5615,Herewego,3.2622030000000004
2352,Rolling Stoned,3.2621882500000003
2789,The Donald,3.26194952
107,The Denial Twist,3.26029625
169,Many Shades of Black,3.2602735000000003
4921,my heart flutters when i see you,3.2598295000000004
4316,Good,3.25941375
3292,Midnight,3.259232
1324,Friend Like Me,3.2591727500000003
1325,BLOOD.,3.25874725
892,Fire,3.25832
1663,RESTORE THE FEELING,3.2579765
94,Don't Bring Me Down,3.25752451
1386,On And On And On,3.2571890000000003
3658,Lord Knows,3.2569955000000004
5456,Red #40,3.2568160250000004
2851,Claudette,3.2564575
5410,Hypertension,3.2562412499999995
4590,FIREFIST INTERLUDE,3.255705641
4535,highways!,3.2552495
4890,25k jacket (feat. Lil Baby),3.255192
5444,High John,3.2548070000000004
3250,How Dare You,3.2536065179
4892,idk that bitch (feat. G Herbo),3.253213
3945,Trapdoor,3.2531825
5712,Hunnids,3.2529555
4663,THATS WHAT I WANT,3.252612
796,Lonely Comin' Down,3.25197875
5493,La rue,3.25065175
1874,Headcase,3.2501901
805,Depression & Obsession,3.2501875
4601,Top Kitchen Drawer,3.2501381
3563,Marching in Honolulu,3.249732
1993,Hot Dog,3.249257
4541,Extra Life,3.2492282500000003
496,That's a Rack,3.24834725
5435,Podina,3.248149
1965,Behead it All,3.2481370154
5598,Rain & Flowers,3.247851858
4801,The Internet,3.247524
5733,Lonely,3.24730743
1336,DUCKWORTH.,3.247189
633,Heathens,3.246973858
2953,Urgency (feat. Syd),3.2467396000000006
5881,Hurt From Mercury,3.2466505000000003
4464,HOT WIND BLOWS (feat. Lil Wayne),3.24603675
3219,So Tired - Remastered 2005,3.24592
2122,Crash Test Rating,3.2452685
4625,"1 step forward, 3 steps back",3.244581
4042,Slow Jam 1,3.243932
2562,DIET_,3.2414215
2512,Rap Promoter,3.2414215
2149,Pretty Girl,3.24137315
355,Gemini Dream,3.24136275
3614,Anti-Matter,3.2412225460000004
2814,Que Pasa - Trio Version; Rudy Van Gelder Edition; 1999 Remaster,3.2412125
2987,Come Back Baby,3.2402894480000004
5284,World Champ,3.2402653
855,Driving Along,3.2401875
162,Telephone Line,3.24000825
5819,Hot Tub (with T-Pain & Dillon Francis),3.2392205354000003
723,Hotel Yorba,3.2390465
4397,SUPER TUESDAY!,3.23840625
1805,All Caps,3.2383591460000005
1248,Misty,3.23660195
1067,I Never Told You What I Do for a Living,3.23641425
4457,Clear - Shawn Wasabi Remix,3.2361647500000004
2712,Everything I Am,3.235974517
1612,The Way It Was,3.235523621
5863,Crown,3.2351624999999995
3908,?,3.23483868
2511,Buggin' Out,3.23480075
908,ROCKABYE BABY (feat. ScHoolboy Q),3.2343435
1231,On & On,3.2341795
5414,Safed Musli,3.2338335
3218,Sincerely Diana,3.23358
5601,"Whenever It Rains, I Feel so Free",3.2335650000000005
1627,Go,3.2333335
859,1812 Overture,3.2329116
2734,Touch The Sky,3.2318255
5656,idek,3.23166125
4275,love,3.23103625
5497,Prélude à Go Round,3.23085125
5875,The Color Violet,3.2308125000000003
3695,la luz(Fín),3.2307328
267,1st Movement (Jumping Biz),3.23065975
1050,High Hopes,3.2306
4015,Blue Shadows in the Street,3.23058875
1824,Snickersnee,3.2301901
5271,SLAUGHTER HOUSE,3.22997725
3543,Electric Relaxation,3.2294732500000003
3593,"Punky Reggae Party - 12"" Version",3.2294732500000003
2189,Education (feat. Yasiin Bey & Black Thought),3.2283832500000003
4721,"Tick, Tock (12"" Version)",3.227494
3326,Missed You - Bonus Track,3.227128423
853,difference (interlude),3.22644575
4019,Boogieman Sam,3.2262042499999994
5770,Hours In Silence,3.2260207499999995
5189,Kid Goku,3.2259855146
1538,Mr. Sandman - 1954 #1 Billboard chart hit,3.22507
3852,Superbug,3.22501225
2413,July,3.22474525
1561,Desolation Row,3.2242735499999995
904,Good News,3.2239660000000003
5153,UNIVERSAL,3.2228252500000005
4551,Mexico,3.222757392
3148,Quiet On Tha Set,3.2226647500000003
2699,"Anywhere (feat. Snoop Dogg & The Last Artful, Dodgr)",3.222386078
2808,The Natives Are Restless Tonight - Rudy Van Gelder Edition/1999 Digital Remaster,3.22208159
4712,Hero v.s. Villain (Epilogue),3.221299659
3151,Fruits Of The Spirit,3.22087625
4707,The Mic,3.2207285
1000,Green Is the Colour,3.2206
359,Nervous,3.22023097
3394,"1,000 Years in the Mountains",3.22003938
2612,Old Money,3.2200065
387,Glass House,3.21959725
5608,Goodnight - Interlude,3.2194985000000007
1374,Missing Pieces,3.21917275
1968,Jamie,3.21889175
2576,Jaded,3.2185957
3270,THE GIVE UP,3.2178355
2484,Airplanes (feat. Hayley Williams of Paramore),3.21772275
3804,Still Weird,3.2174422500000004
4407,PROSTHETIC LEGS,3.21616475
150,Bodhisattva,3.2160308
4008,Bluette,3.2158562500000007
2824,u know it's real,3.21584525
3877,I'm Gone,3.2157099
5673,Neck & Wrist (feat. JAY-Z & Pharrell Williams),3.2155125
1030,I Was Denied,3.215509
1123,Seventh Town (feat. Robugaa),3.2149835
1431,seven,3.2147845
2868,slop,3.2145642
4759,Flocky Flocky (feat. Travis Scott),3.2143865000000003
1511,Carry That Weight - Remastered 2009,3.21427355
1502,Summertime,3.21425175
4602,Tamamushi,3.21374275
1277,Yesterday - Remastered 2009,3.2132155
3198,"Robes (feat. Domo Genesis, Earl Sweatshirt)",3.21266475
4897,so far ahead > empire,3.2122924999999998
3740,O My Heart,3.21081775
4065,Feels Like We Only Go Backwards,3.2105887500000003
2871,pop song,3.2104147500000004
5619,Untold,3.210406
4001,Who Wrote Holden Caulfield?,3.210221258
3272,MINIMIZYA (feat. IDK),3.21012625
4007,It's a Raggy Waltz,3.2092765
1943,Love Cookie,3.2092570000000005
3242,Threat,3.209232
4272,for what,3.2091342499999995
2075,blackboard.edu,3.20898
2354,Sketches Of Brunswick East III,3.20884662
2264,Whip A Tesla,3.2087769999999995
989,My Yout,3.20869125
1169,"Have Thine Own Way, Lord - Band",3.2085636
4372,Transform (feat. Charlotte Day Wilson),3.2080235000000004
3843,Do You Wanna Get High?,3.2076558319999995
683,Good Time,3.206973858
1919,Choice,3.20633125
3848,Endless Bummer,3.206167
5333,Chrome Hearts [Feat. Zacari],3.2061275
5383,Mycelium,3.2061275
5066,"Lost and Found Freestyle 2019 (with Tyler, The Creator & Nigo)",3.205373750000001
5494,Automne - Colchiques,3.204807
4993,Don't You See The Time,3.2047527500000004
4112,Thug Life,3.204658750000001
2043,Bistro,3.2042020000000004
703,Suzy-Hang-Around,3.20406175
1649,Paint It Black - Live / Remastered 2009,3.2036585
1204,NEW MAGIC WAND,3.20359131
4923,cozy cove,3.203546
3433,Toadstool,3.20332525
1480,Shake 'n' Stomp,3.2005332200000005
4910,LOVE CAN BE,3.20011625
4611,south africa,3.1998465
773,The Hospital Song,3.1990465
693,Till Tomorrow,3.198983750000001
1235,Curry Chicken,3.1987905000000003
3016,Memories Of You,3.198767
4139,Overdue (with Travis Scott),3.19861608
4779,Awake,3.19780175
2483,Litmas,3.19766875
5775,Middle of the Ocean,3.197236
1654,I Can't Quit You Baby,3.1958804999999995
2874,it gon'last,3.19584525
1398,Now Mary,3.1958317741
5074,Remember (with Nigo),3.195698
3652,Take Care,3.195416
5040,i never needed you,3.1954045
5513,Lemon Lime Face,3.1949725000000004
1432,thankful,3.194953
2561,Pyro (leak 2019),3.19480075
1839,Egg,3.19471915
2424,So Appalled,3.1945915
2648,Off The Goop,3.19366575
3522,Meh,3.19281725
5659,vessel,3.1926448
3327,Final Lullaby - Bonus Track,3.192213933
5813,where they at!,3.191879
4946,freudian summer,3.19123175
2864,Frosting,3.1912125
2983,Zeltron 6 Billion,3.19108875
1106,Thengana,3.19101175
5724,Outro,3.1907672
4245,the happiness of seeing someone again,3.19068225
3530,Sky,3.1900875
3402,愛は花、君はその種子,3.18927175
1375,Sixteen Saltines,3.18874725
1915,I Heard Ya,3.1881370154
2547,my strange addiction,3.18754044
5092,The Boy and the Rocketship,3.18630225
87,Conquest,3.1862945
4241,only lips,3.1850724999999995
1588,Sailor in a Life Boat,3.18507
2474,Free at Last,3.1845915
3289,Aftermath,3.18451475
3239,Encore,3.18451475
1517,Poison,3.1844618099999997
519,Poison the Well,3.18381725
2698,Brother's Keeper (feat. Pusha T),3.18366575
4163,Epilogue,3.1831154470000005
1644,Break Time,3.18287325
3458,Softly,3.18256085
5292,So What,3.1825075
3137,Straight Outta Compton,3.1823355
356,In My World,3.18229775
5810,bussin!,3.1822465
4745,Conan Troutman,3.1819515
922,I Don't Like,3.181264
3836,Descendant of the Stars,3.1810909999999994
4757,5X,3.1807285
2624,Choppa Won't Miss (feat. Young Thug),3.18009325
152,You're The Good Things,3.17978885
3551,Queen's Aloha Oe (Instrumental Version),3.179729
3950,Time = $$$,3.1796235
61,Run For Your Soul,3.178488
11,DEVASTATED,3.178488
3338,Liar Liar,3.17845095
3569,Kamehameha Waltz,3.17838825
3624,Luffys Fierce Attack,3.17811775
5664,No hay nadie más,3.177965
1812,worldstar money (interlude),3.1778292500000003
1688,Bluebird,3.177684559
934,Rubbin off the Paint,3.1761462500000004
522,Float On,3.1760202723000006
15,I Heard It Through The Grapevine,3.17447
4832,Cold World,3.174261789
3678,Water Fall (Interluuube),3.1739155
4247,always something beautiful,3.1737882500000003
2773,Last Call,3.173773
262,Arms Unfolding,3.1725005
4833,Labels,3.172439
3014,Body And Soul,3.17232325
4009,Charles Matthew Hallelujah,3.17212675
3790,Surf Wax America,3.17081775
67,Mary,3.17043405
1303,The Go Getter,3.17036932
4651,Taste Tomorrow,3.1701381
4960,Yamaguchi,3.1701162499999995
5792,Blackest in the Room,3.16964075
5427,Bergamot,3.1696067999999995
5030,Pretty Birds,3.16900544
1918,Benchmarks,3.16889175
4302,Red Lotus,3.1688785
1071,And You Tell Me,3.1688309999999995
1021,The Glow (feat. Kimbra),3.1688309999999995
4952,her shadow,3.16871228
1790,Broken Love,3.16857525
5052,Melt Session #1 [Feat. Robert Glasper],3.167968693
3857,Hell,3.167832
3758,Man Research (Clapper),3.1672182637
37,Ebb And Flow,3.1662945
5012,Dreamland,3.164655
1781,No Worries,3.1639715
1142,The Voice,3.1633665000000004
1646,If I Never Get to Heaven,3.1632637607000005
4543,Critical,3.1630769139999995
2784,The Killing Season,3.1618255000000004
1072,Love Is Reason,3.1613010278
3914,Pre-Nump (Interlude),3.1599430290000003
3900,Kim & Cookie (Interlude),3.1596235
3930,FACE,3.15938613
3684,la luna enamorada,3.15873675
4444,Shanghai,3.15866025
1243,CAROUSEL,3.15836675
5437,Dragon's Blood Resin,3.15818625
5002,Summatime (feat. Wale & Radiant Children),3.157968693
890,Take Your Time,3.15781625
4349,elta,3.15737975
3608,Fastlane,3.1569955
4261,On My Own,3.1569797500000005
2401,Alright,3.1566975
2735,Gold Digger,3.1564244999999995
5042,i know,3.15630225
1228,Belly of the Beast,3.15626625
1604,Monks,3.1558804999999994
4220,gogo,3.155838
4565,In The Bible (with Lil Durk & Giveon),3.15567685
3609,Krazy World,3.1554294999999994
2132,Only in the West,3.1553025
104,Mystic Brew,3.15524825
2145,Dirty Dreamer (XXX),3.1548169999999995
4429,Walk with Me,3.1548165
2596,Magnolia,3.1544894
248,Unchained (The Payback / Untouchable),3.1543405847
4005,Strangeland,3.15322725
3299,Ecstasy (feat. Machine Gun Kelly),3.1528045
2970,Blame It On Me,3.1525266
2302,Royalty,3.15218825
4903,Young,3.15199845
4762,Swangin’ On Westheimer,3.151299659
4284,romance,3.1510012500000006
4273,turtleneck,3.15026225
1104,Flora And Fauna,3.15018375
276,Not What I Meant (feat. Lewis Watson),3.15011225
5298,Baby Keem,3.1490197500000003
2362,Chime Out,3.148241
2556,Regards To The Monolith,3.1482007918
3637,No Feelings,3.1477532891
5021,Abandoned Whispers,3.14711225
4704,"Doom, Are You Awake? (Skit)",3.1469089999999995
2835,The Ends,3.1468804999999995
861,Let The Good Times Roll,3.14656
1602,Lost,3.14595278
2781,Enough!!,3.1458635335
4503,Miami (feat. BIA),3.1454577500000003
3018,"Orange Was The Color Of Her Dress, Then Silk Blues",3.1449895000000003
3958,Gossip,3.1448386799999994
5622,Struggles,3.14458275
2893,Los Mariachis,3.14443305
4709,Dead Bent,3.1443865000000004
3349,God Is Perfect,3.1428045
196,Slicker Drips,3.1424383011
146,"Prickly Thorn, But Sweetly Worn",3.1424383011
2537,Aman Aman,3.14204475
1474,Take It Off,3.14194555
2000,Great Lake,3.14000475
2823,"Giant Steps - Alternate Version, Take 2, False Start",3.13992774
55,(Don't Fear) The Reaper,3.138950616
416,Crack In Your Eye,3.13881004
5227,Running Away,3.138434
997,Crying Song,3.137163
4820,"Lovage - Love That Lovage, Baby",3.136346
2818,Blue Train,3.1345642
4554,"The Name of My First Album is ""Cult Classic""",3.13449625
6,You're Welcome,3.1344735
1693,Train of Gold,3.1334275
3816,Inner Cell,3.13319025
578,Fallen Down,3.13292075
5103,I Feel Fantastic,3.13282525
4996,Opening Credit,3.1312317499999995
4051,On Track,3.130221258
2674,Real,3.13009325
2563,So.Incredible.pkg,3.12978025
3136,Criminal,3.12945125
4815,Lies and Alibis,3.1292315000000004
2580,Airieleon,3.12914725
2304,HEARTEATER,3.12884662
5020,Distillery District,3.1287125
2510,Excursions,3.128498
3100,Trap This Way (This Way),3.12818525
3412,Top Down,3.1280945
1669,Honeypie,3.1266135
2566,Armatage Shanks,3.126116
5826,To The Bone (feat. YoungBoy Never Broke Again),3.12574325
291,Looking at the Invisible Man,3.12550651
4813,Anger Management,3.124835
4479,Japanese Trees,3.1248165
787,The Sacro-lliac,3.124736
2536,Rodeo - feat. Nas,3.12427282
871,Iris,3.1242723100000003
1105,Pebblestone,3.12391175
3468,Sleeptalking,3.12387025
5379,黒い月の夜,3.1238675
2371,Technology,3.1234098900000005
3483,Goodbye Pork Pie Hat,3.12332525
2099,On God,3.12321425
475,Landslide,3.12284575
3187,Until I Bleed Out,3.1223355
2739,Crack Music,3.12194952
5147,ALWAYS LISTENING,3.1219414500000005
4276,doves,3.1216859999999995
4342,homeward,3.121049
17,We the People,3.12043405
2821,I'm Old Fashioned,3.12041475
2662,Zenith,3.1200065
2538,Undead,3.119688
5283,Raining in L.A,3.119591271
766,Have You Heard - Pt. 2,3.11926499
325,Uptight,3.1181440800000004
2817,When I Was Your Man,3.11809575
3462,Sinking,3.1180945
1862,Out in the Twilight,3.11782925
44,The Post War Dream,3.1175245100000004
2940,Old Town Road,3.1163600223
2831,Mon Amour,3.116097956
4497,Goodbyes (feat. Young Thug),3.11480065
3257,Diamonds,3.11376357
4216,take me there,3.11360125
2841,Bye Polar,3.11320525
1311,The Taste of Ink,3.1126085000000003
4981,PIZANO,3.1121799999999995
2833,Spaceships,3.111739
4234,for her,3.1110012500000006
2898,I Didn't Realize How Empty My Bed Was Until You Left,3.1109005
2258,Mr. Clean,3.1106745
2513,Butter,3.10978025
3805,Stubborn Love,3.10961825
4581,F*****g Fans,3.10890375
4352,haven,3.1088785000000003
4691,Lover Is a Day,3.108676639
4641,A Star Is Born,3.108676639
3797,No Other One,3.10845937
1115,Put On Your Old Brown Shoes,3.1083257799999995
250,Clint Eastwood,3.10824825
1247,GENIE,3.107539
3733,Garden (Say It Like Dat),3.1072295
860,Coconut,3.1067885100000003
5394,Toys,3.10677475
1200,"Enjoy Right Now, Today",3.10651
2807,Pick up Sticks,3.10639175
5613,Return,3.1063322499999995
4456,Faneto,3.1059195
2573,Panic Song,3.1056087100000003
3108,Listen Up,3.1045827500000005
2143,Jacuzzi,3.104131249999999
1731,Cowboy,3.1039715
3418,Tequila (feat. T-Pain),3.10387025
3471,Put It Down,3.1036440389
5263,Scum's Wish Theme (Scum's Wish Original Soundtrack),3.1030285
1291,Smells Like Teen Spirit,3.10290575
998,Mr. Blue Sky - Live at Wembley Stadium,3.10281675
5609,Emotional Crank,3.1026448
331,Good Riddance (Time of Your Life),3.10260175
2137,alarm,3.100544901
5779,I Guess It’s Fuck Me,3.1003787500000004
1750,Hot Box (feat. Method Man & Joey Bada$$),3.1002915
727,Lonely Boy,3.0996295
342,No Horse,3.0995567
3980,Honey,3.09938613
3813,Polygondwanaland,3.09932675
4531,Sunkissed - again&again Remix,3.09890375
2503,SIRENS | Z1RENZ [FEAT. J.I.D | J.1.D],3.09877225
2560,Lay_Up.m4a,3.0984979999999998
3669,Heart Don't Stand a Chance,3.0981879999999995
3488,Fables Of Faubus,3.09814525
76,Bus Stop - Live,3.0977886
2434,HAD ENOUGH (feat. Quavo & Offset),3.09772275
5406,Sunshine Eternl_we're Better As Friends,3.0968160250000003
2881,"Wu-Tang Clan Ain't Nuthing ta F' Wit (feat. RZA, Inspectah Deck & Method Man)",3.0960979560000004
500,Poor Queen,3.0960375
1460,Guiltless,3.09537465
5815,Steakhouse,3.0951625
5151,ALWAYS WORKING,3.094393489
3040,Redemption (with Babes Wodumo),3.0940325
4909,Suspicious,3.09346684
4782,Reaching For a Star,3.0930387499999994
1466,Empty,3.09290075
948,Righteous Minds,3.09281675
4002,Words I Might Have Ate,3.0923282845
875,So High,3.0917375
825,SMASH! - feat. PnB Rock,3.0917375
3329,4EVER,3.09120745
2187,Cataracts,3.090544901
324,Platypus (I Hate You),3.0904079857
5729,All Day (with Tablo),3.09037875
1340,The Sharpest Lives,3.0891912700000006
5149,FREEDOM,3.0887512720000005
4902,Relax,3.08871228
3288,Mighty (feat. JFTH),3.0885972500000003
842,Moanin' (Alternate Take) - Remastered,3.08832
3516,JumpOutTheHouse,3.0883087499999995
3619,The Fine Print,3.088188
1835,"Shook Ones, Pt. II",3.08814575
5852,Komin' Back,3.087636
97,The Air Near My Fingers,3.0867266899999994
2516,Vibes and Stuff,3.086116
1871,Spacecraft,3.0859755
